time, 403037224773201139, 406908213773201128, 4010224513677320196, 4015213417077320185
1649267285.6814373, 63.61, 70.7, 69.8, 64.4
1649267287.977056, 63.61, 70.7, 69.91, 64.74
1649267290.27159, 63.5, 70.7, 69.8, 64.96
1649267292.5666132, 63.5, 70.7, 69.8, 65.19
1649267294.8623564, 63.5, 70.7, 69.8, 65.41
1649267297.1571336, 63.5, 70.7, 69.8, 65.64
1649267299.4528372, 63.5, 70.7, 69.8, 65.86
1649267301.748279, 63.5, 70.7, 69.8, 66.09
1649267304.0437016, 63.5, 70.7, 69.8, 66.2
1649267306.3387096, 63.5, 70.7, 69.8, 66.31
1649267308.6341896, 63.5, 70.7, 69.8, 66.54
1649267310.9287562, 63.5, 70.7, 69.8, 66.65
1649267313.2248378, 63.5, 70.7, 69.8, 66.65
1649267315.519491, 63.5, 70.7, 69.8, 66.65
1649267317.8136458, 63.5, 70.7, 69.91, 66.76
1649267320.1079054, 63.5, 70.7, 69.91, 66.88
1649267322.4033175, 63.5, 70.7, 69.8, 66.99
1649267324.6988494, 63.5, 70.7, 69.8, 67.1
1649267326.9936864, 63.5, 70.7, 69.8, 60.13
1649267329.288604, 63.5, 70.7, 69.8, 53.71
1649267331.5826895, 63.5, 70.7, 69.8, 51.57
1649267333.8777113, 63.5, 70.7, 69.8, 50.22
1649267336.172077, 63.39, 70.7, 69.8, 49.21
1649267338.4665077, 63.39, 70.7, 69.8, 48.54
1649267340.7599647, 63.5, 70.7, 69.8, 47.64
1649267343.053614, 63.5, 70.7, 69.8, 46.85
1649267345.3466117, 63.5, 70.7, 69.91, 46.29
1649267347.6404235, 63.5, 70.7, 69.8, 45.84
1649267349.9332938, 63.5, 70.7, 69.91, 45.5
1649267352.2269118, 63.5, 70.7, 69.91, 45.28
1649267354.5208519, 63.5, 70.7, 69.91, 44.94
1649267356.81389, 63.5, 70.7, 69.8, 44.83
1649267359.1082222, 63.39, 70.7, 69.8, 44.71
1649267361.4002972, 63.39, 70.7, 69.8, 44.49
1649267363.6942837, 63.5, 70.7, 69.91, 44.38
1649267365.987759, 63.5, 70.7, 69.91, 44.15
1649267368.2811515, 63.5, 70.7, 69.91, 43.92
1649267370.5738618, 63.5, 70.7, 69.8, 43.7
1649267372.8677874, 63.39, 70.7, 69.8, 43.7
1649267375.1605885, 63.5, 70.7, 69.8, 43.59
1649267377.4545434, 63.5, 70.7, 69.8, 43.59
1649267379.7474437, 63.39, 70.7, 69.8, 43.59
1649267382.041276, 63.39, 70.7, 69.8, 43.36
1649267384.3336859, 63.39, 70.7, 69.8, 43.25
1649267386.6270406, 63.39, 70.7, 69.8, 43.14
1649267388.9199493, 63.39, 70.7, 69.91, 43.25
1649267391.2132246, 63.39, 70.7, 69.91, 43.14
1649267393.5064228, 63.39, 70.7, 69.91, 43.14
1649267395.799967, 63.39, 70.7, 69.91, 43.14
1649267398.0925913, 63.39, 70.7, 69.8, 43.25
1649267400.3859055, 63.39, 70.7, 69.91, 43.47
1649267402.6799066, 63.39, 70.7, 69.91, 43.7
1649267404.9721608, 63.39, 70.7, 69.91, 43.92
1649267407.2653956, 63.39, 70.7, 69.91, 44.04
1649267409.5587656, 63.39, 70.7, 69.91, 44.26
1649267411.8515918, 63.39, 70.7, 69.91, 44.38
1649267414.1454704, 63.39, 70.7, 69.8, 44.49
1649267416.4391053, 63.39, 70.7, 69.91, 44.49
1649267418.7323654, 63.39, 70.7, 69.91, 44.6
1649267421.0265317, 63.39, 70.7, 69.91, 44.49
1649267423.3192775, 63.39, 70.7, 69.91, 44.6
1649267425.612784, 63.39, 70.7, 69.8, 44.6
1649267427.9061928, 63.39, 70.7, 69.91, 44.6
1649267430.199588, 63.28, 70.7, 69.91, 44.71
1649267432.4927073, 63.39, 70.7, 69.91, 44.71
1649267434.7855234, 63.39, 70.7, 69.91, 44.71
1649267437.0781724, 63.39, 70.7, 69.91, 44.83
1649267439.3715932, 63.39, 70.7, 69.91, 45.84
1649267441.6641135, 63.39, 70.7, 69.91, 46.51
1649267443.9571846, 63.39, 70.7, 69.91, 47.19
1649267446.250617, 63.39, 70.7, 69.91, 47.75
1649267448.5437002, 63.39, 70.7, 69.91, 48.31
1649267450.8366134, 63.39, 70.7, 69.91, 48.88
1649267453.130127, 63.39, 70.7, 69.91, 49.32
1649267455.423731, 63.39, 70.7, 69.91, 49.78
1649267457.7166562, 63.39, 70.7, 69.8, 50.22
1649267460.011143, 63.39, 70.7, 69.91, 50.67
1649267462.3056107, 63.39, 70.7, 69.8, 51.24
