time, 4020824211773201175, 4025185137773201155, 4067173146773201181, 4091235214773201212, 4015213417077320185, 4010224513677320196, 406908213773201128, 40024920777320136, 40217218126773201172, 405322121277320127, 402272285877320170, 401400620977320137, 409061132773201254, 4016624233773201214, 40245178127773201199
1646845993.8897452, 68.68, 68.22, 67.89, 68.22, 68.0, 67.77, 68.9, 67.89, 68.9, 67.89, 68.45, 68.11, 67.77, 65.86, 68.9
1646845999.1991994, 68.68, 68.22, 67.89, 68.22, 68.0, 67.66, 68.9, 67.89, 68.9, 67.89, 68.45, 68.11, 67.77, 65.86, 68.79
1646846004.507856, 68.68, 68.22, 67.89, 68.22, 68.0, 67.66, 68.0, 67.89, 68.9, 67.89, 68.45, 68.11, 67.77, 65.75, 68.9
1646846009.8162007, 68.68, 68.22, 67.89, 68.22, 68.0, 67.66, 68.0, 67.89, 68.9, 67.77, 68.45, 68.11, 67.89, 65.86, 68.9
