time, 4020824211773201175, 4025185137773201155, 409061132773201254, 406908213773201128, 4067173146773201181, 405322121277320127, 4015213417077320185, 4010224513677320196, 40217218126773201172, 40245178127773201199
1646246689.8841422, 88.25, 74.75, 66.76, 67.1, 67.21, 67.77, 67.44, 67.1, 67.1, 67.21
1646246693.170279, 88.02, 74.75, 66.76, 67.1, 67.21, 67.77, 67.44, 67.1, 67.1, 67.21
1646246696.4572484, 88.25, 74.75, 66.76, 67.1, 67.21, 67.77, 67.55, 67.1, 67.1, 67.21
