time, 4015213417077320185, 40245178127773201199, 4067173146773201181
1636730509.7559247, 68.56, 71.04, 95.68
1636730510.564101, 68.56, 71.15, 95.68
1636730511.3729043, 68.56, 71.15, 95.68
1636730512.182354, 68.56, 71.15, 95.79
1636730512.9910474, 68.56, 71.15, 95.79
1636730513.7996964, 68.56, 71.15, 95.79
1636730514.6085594, 68.56, 71.15, 95.9
1636730515.4170122, 68.56, 71.15, 95.9
1636730516.2256217, 68.56, 71.15, 95.9
1636730517.0344238, 68.56, 71.04, 96.01
1636730517.843011, 68.56, 71.04, 96.01
1636730518.6525178, 68.56, 71.04, 96.01
1636730519.461289, 68.56, 71.04, 96.13
1636730520.2698126, 68.56, 71.04, 96.13
1636730521.0779684, 68.56, 71.04, 96.13
1636730521.8871517, 68.56, 71.04, 96.13
1636730522.6956127, 68.56, 71.04, 96.24
1636730523.5050125, 68.56, 71.04, 96.24
1636730524.3135037, 68.56, 71.04, 96.24
1636730525.1225064, 68.56, 71.04, 96.24
1636730525.9312444, 68.56, 71.04, 96.35
1636730526.7394938, 68.56, 71.04, 96.35
1636730527.5486953, 68.56, 71.04, 96.35
1636730528.357906, 68.56, 71.04, 96.35
1636730529.1659253, 68.56, 71.04, 96.35
1636730529.9751236, 68.56, 71.04, 96.46
1636730530.7839863, 68.56, 71.04, 96.46
1636730531.592475, 68.56, 71.04, 96.46
1636730532.4017012, 68.56, 71.04, 96.46
1636730533.2106786, 68.56, 71.04, 96.46
1636730534.019427, 68.56, 71.04, 96.57
1636730534.827572, 68.56, 70.93, 96.57
1636730535.6360898, 68.56, 70.93, 96.57
1636730536.4453738, 68.56, 70.93, 96.57
1636730537.2539783, 68.56, 70.93, 96.57
1636730538.0624793, 68.56, 71.04, 96.57
1636730538.8717546, 68.56, 71.04, 96.69
1636730539.6803133, 68.56, 71.04, 96.69
1636730540.489526, 68.56, 71.04, 96.69
1636730541.2976768, 68.56, 71.04, 96.69
1636730542.106789, 68.56, 71.04, 96.8
1636730542.915127, 68.56, 71.04, 96.69
1636730543.7240646, 68.56, 71.04, 96.69
1636730544.5328546, 68.56, 71.04, 96.35
1636730545.3414245, 68.56, 71.04, 95.9
1636730546.150533, 68.56, 71.04, 95.45
1636730546.9593403, 68.56, 71.04, 95.11
1636730547.76823, 68.56, 71.04, 94.77
1636730548.5769684, 68.56, 71.04, 94.55
1636730549.3859506, 68.56, 71.04, 94.32
1636730550.1939628, 68.56, 71.04, 94.1
1636730551.002937, 68.56, 71.04, 93.99
1636730551.8119237, 68.56, 71.04, 93.76
1636730552.6209226, 68.56, 71.04, 93.65
1636730553.4297483, 68.56, 71.04, 93.43
1636730554.2381535, 68.56, 71.04, 93.31
1636730555.046687, 68.56, 71.04, 93.2
1636730555.855427, 68.56, 71.15, 92.97
1636730556.664006, 68.56, 71.15, 92.86
1636730557.4734282, 68.56, 71.15, 92.75
1636730558.28246, 68.56, 71.15, 92.64
1636730559.091163, 68.56, 71.15, 92.52
1636730559.8998175, 68.45, 71.15, 92.52
1636730560.7086008, 68.56, 71.15, 92.41
1636730561.51747, 68.56, 71.26, 92.3
1636730562.3263886, 68.56, 71.26, 92.3
1636730563.1352246, 68.56, 71.26, 92.19
1636730563.9443238, 68.56, 71.15, 92.19
1636730564.7526433, 68.56, 71.15, 92.07
1636730565.5615513, 68.56, 71.15, 92.07
1636730566.3706026, 68.56, 71.15, 91.96
1636730567.1796136, 68.56, 71.04, 91.96
1636730567.9882512, 68.56, 71.04, 91.85
1636730568.796294, 68.56, 71.04, 91.85
1636730569.605163, 68.56, 70.93, 91.74
1636730570.4142559, 68.56, 70.93, 91.74
1636730571.223081, 68.56, 70.93, 91.63
1636730572.0316422, 68.56, 70.93, 91.63
1636730572.8408587, 68.56, 70.93, 91.63
1636730573.6495214, 68.56, 70.93, 91.51
1636730574.458567, 68.56, 70.93, 91.51
1636730575.2671435, 68.56, 70.93, 91.4
1636730576.0759928, 68.56, 70.93, 91.4
1636730576.884057, 68.56, 70.93, 91.29
1636730577.6931026, 68.56, 70.81, 91.29
1636730578.502012, 68.56, 70.81, 91.29
1636730579.3105586, 68.56, 70.81, 91.29
1636730580.1194665, 68.56, 70.7, 91.29
1636730580.928136, 68.56, 70.7, 91.18
1636730581.7374387, 68.56, 70.7, 91.18
1636730582.5458603, 68.56, 70.59, 91.18
1636730583.3541002, 68.56, 70.59, 91.18
1636730584.162945, 68.56, 70.59, 91.18
1636730584.971871, 68.56, 70.59, 91.18
1636730585.7809303, 68.56, 70.59, 91.18
1636730586.5896835, 68.56, 70.47, 91.18
1636730587.3980916, 68.56, 70.47, 91.18
1636730588.2075214, 68.56, 70.47, 91.18
1636730589.8349502, 68.56, 70.47, 91.18
1636730589.8359509, 68.56, 70.47, 91.18
1636730590.6330225, 68.56, 70.47, 91.18
1636730591.4420311, 68.56, 70.47, 91.18
1636730592.2503574, 68.56, 70.47, 91.06
