time, 4020824211773201175, 4015213417077320185, 405322121277320127, 40245178127773201199, 4067173146773201181, 409061132773201254, 4010224513677320196, 4025185137773201155, 40217218126773201172, 406908213773201128, forecasted
1637078519.769452, 68.11, 69.01, 68.22, 68.45, 66.99, 68.68, 66.54, 68.34, 68.9, 68.9, 44.11400000000003
1637078529.7800338, 68.22, 69.01, 68.34, 68.45, 66.99, 68.68, 66.54, 68.34, 68.9, 68.9, 44.11400000000003
1637078539.7892368, 68.22, 69.01, 68.22, 68.11, 66.99, 68.68, 66.54, 68.34, 68.9, 68.9, 44.11400000000003
1637078549.7988384, 68.11, 69.01, 68.22, 68.22, 66.99, 68.68, 66.54, 68.34, 68.9, 68.9, 44.11400000000003
1637078559.8062036, 68.11, 69.01, 68.22, 68.34, 66.99, 68.68, 66.54, 68.45, 68.9, 68.9, 44.11400000000003
1637078569.8140264, 68.11, 69.01, 68.22, 68.34, 66.99, 68.68, 66.54, 68.34, 68.9, 68.9, 44.11400000000003
